"COU","Ultimate Parent Jurisdiction","JUR","Partner Jurisdiction","PAN","Grouping","CBC","Variable","YEA","Year","Value","Flag Codes","Flags"
"SGP","Singapore","BRA","Brazil","PANELAI","Sub-Groups with positive profits","ACT_ADMIN","Administrative, Management or Support Services","2016","2016",3,,
"IND","India","OMN","Oman","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",1323890151.721,,
"IND","India","MHL","Marshall Islands","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",0,,
"CHN","China (People's Republic of)","NZL","New Zealand","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",6,,
"IND","India","BHR","Bahrain","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",1,,
"IND","India","TON","Tonga","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",0,,
"DNK","Denmark","SAU","Saudi Arabia","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",4823088.265,,
"IND","India","GRC","Greece","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",0,,
"MEX","Mexico","BOL","Bolivia","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",0,,
"ITA","Italy","FRA","France","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",236589669.127,,
"SGP","Singapore","THA","Thailand","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",631525926,,
"CHN","China (People's Republic of)","PAN","Panama","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",257114680.083,,
"LUX","Luxembourg","BIH","Bosnia and Herzegovina","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",5,,
"AUS","Australia","KOR","Korea","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",5,,
"IND","India","BHR","Bahrain","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",39976567.759,,
"USA","United States","PRT","Portugal","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",1167841221,,
"DNK","Denmark","BEL","Belgium","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",99494990.586,,
"LUX","Luxembourg","MUS","Mauritius","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",925747.516,,
"DNK","Denmark","ROU","Romania","PANELAI","Sub-Groups with positive profits","ACT_SER","Provision of Services to Unrelated Parties","2016","2016",8,,
"ZAF","South Africa","GIN","Guinea","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",3,,
"AUS","Australia","STA","Stateless","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",1,,
"ZAF","South Africa","MDG","Madagascar","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",4,,
"DNK","Denmark","TWN","Chinese Taipei","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",0,,
"BMU","Bermuda","CAN","Canada","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",2,,
"DNK","Denmark","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",0,,
"SWE","Sweden","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",0,,
"CHN","China (People's Republic of)","FRA","France","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",0,,
"LUX","Luxembourg","MAR","Morocco","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",0,,
"BMU","Bermuda","JEY","Jersey","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",487477,,
"ITA","Italy","PRT","Portugal","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",78140073.953,,
"SGP","Singapore","JPN","Japan","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",109614662,,
"LUX","Luxembourg","SVK","Slovak Republic","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",0,,
"LUX","Luxembourg","SGP","Singapore","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",313259957.816,,
"IDN","Indonesia","IRQ","Iraq","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",56194314.99,,
"MEX","Mexico","URY","Uruguay","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",2,,
"CHN","China (People's Republic of)","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",57,,
"ITA","Italy","MEX","Mexico","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",1875776795.107,,
"ITA","Italy","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",170159182.946,,
"CHN","China (People's Republic of)","AUS","Australia","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",16,,
"BMU","Bermuda","BMU","Bermuda","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",331,,
"CHN","China (People's Republic of)","POL","Poland","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",0,,
"IND","India","LBR","Liberia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",1,,
"CHN","China (People's Republic of)","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",4,,
"ITA","Italy","KAZ","Kazakhstan","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1416852306.063,,
"DNK","Denmark","MWI","Malawi","PANELAI","Sub-Groups with positive profits","ACT_ADMIN","Administrative, Management or Support Services","2016","2016",0,,
"BMU","Bermuda","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",19,,
"IND","India","SYC","Seychelles","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",86104198.211,,
"BMU","Bermuda","BOL","Bolivia","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",804206140.88,,
"IND","India","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",23605577421.951,,
"DNK","Denmark","BWA","Botswana","PANELAI","Sub-Groups with positive profits","ACT_ADMIN","Administrative, Management or Support Services","2016","2016",1,,
"IND","India","MDG","Madagascar","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",0,,
"IND","India","CMR","Cameroon","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",3494057.276,,
"LUX","Luxembourg","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",15350599047.085,,
"DNK","Denmark","MAR","Morocco","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",1,,
"IND","India","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",2,,
"SVN","Slovenia","SVN","Slovenia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",42668352,,
"IND","India","MUS","Mauritius","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",-1638663861.43,,
"USA","United States","GRC","Greece","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",9572,,
"CHN","China (People's Republic of)","OAF","Other Africa","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",566081716.938,,
"CHN","China (People's Republic of)","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",903738792123.17,,
"IRL","Ireland","IRL","Ireland","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",30674721053.23,,
"USA","United States","QAT","Qatar","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",429961749,,
"LUX","Luxembourg","IDN","Indonesia","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",164132901.222,,
"IDN","Indonesia","CAN","Canada","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",0,,
"AUS","Australia","STA","Stateless","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",2,,
"LUX","Luxembourg","CRI","Costa Rica","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",0,,
"IND","India","FJI","Fiji","PANELAI","Sub-Groups with positive profits","ACT_PUR","Purchasing or Procurement","2016","2016",0,,
"ZAF","South Africa","FRA","France","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",-545711.2,,
"DNK","Denmark","HRV","Croatia","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",0,,
"MEX","Mexico","DNK","Denmark","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",0,,
"MEX","Mexico","GTM","Guatemala","PANELAI","Sub-Groups with positive profits","ACT_ADMIN","Administrative, Management or Support Services","2016","2016",0,,
"DNK","Denmark","UKR","Ukraine","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",10190846.301,,
"LUX","Luxembourg","JPN","Japan","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",0,,
"SGP","Singapore","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",19,,
"ITA","Italy","MAC","Macau, China","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",13635015.929,,
"ZAF","South Africa","DNK","Denmark","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",1,,
"DNK","Denmark","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1195172412.886,,
"SWE","Sweden","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",1756142490.6,,
"DNK","Denmark","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",15,,
"IND","India","PRI","Puerto Rico","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",2,,
"AUS","Australia","DEU","Germany","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",154,,
"USA","United States","SVN","Slovenia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",6944349,,
"KOR","Korea","KOR","Korea","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",1240146046357,,
"ZAF","South Africa","ECU","Ecuador","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",4823267.4,,
"ZAF","South Africa","BIH","Bosnia and Herzegovina","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",3,,
"IND","India","JEY","Jersey","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",1,,
"CHL","Chile","PAN","Panama","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",3797895.478,,
"USA","United States","CHL","Chile","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",4640716798,,
"IDN","Indonesia","NER","Niger","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",7,,
"LUX","Luxembourg","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",1977896.514,,
"BMU","Bermuda","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","ACT_PUR","Purchasing or Procurement","2016","2016",1,,
"MEX","Mexico","AUT","Austria","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",0,,
"SVN","Slovenia","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",14150,,
"USA","United States","CZE","Czech Republic","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",12950679542,,
"MEX","Mexico","BGD","Bangladesh","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",0,,
"AUT","Austria","ASIAT","Asia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",494,,
"LUX","Luxembourg","ECU","Ecuador","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",389597734.302,,
"CHL","Chile","MEX","Mexico","PANELAI","Sub-Groups with positive profits","ACT_PUR","Purchasing or Procurement","2016","2016",0,,
"NOR","Norway","NOR","Norway","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",2988,,
"ITA","Italy","FRA","France","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",183184560.722,,
"LUX","Luxembourg","POL","Poland","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",39,,
"ZAF","South Africa","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",35026567976.067,,
"SGP","Singapore","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",31,,
"USA","United States","HRV","Croatia","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",204675953,,
"IND","India","SLB","Solomon Islands","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",17739.928,,
"MEX","Mexico","BLR","Belarus","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",0,,
"DNK","Denmark","FIN","Finland","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",32,,
"CHN","China (People's Republic of)","AUS","Australia","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",16,,
"IND","India","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","ACT_PUR","Purchasing or Procurement","2016","2016",3,,
"LUX","Luxembourg","RUS","Russia","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",388343308.035,,
"MEX","Mexico","LVA","Latvia","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",47607.652,,
"USA","United States","PHL","Philippines","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",226544,,
"IND","India","IDN","Indonesia","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",14,,
"AUS","Australia","TUR","Turkey","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",8,,
"IND","India","IRQ","Iraq","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",0,,
"MEX","Mexico","ROU","Romania","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",0,,
"AUS","Australia","VNM","Viet Nam","PANELAI","Sub-Groups with positive profits","ACT_ADMIN","Administrative, Management or Support Services","2016","2016",1,,
"ITA","Italy","OAF","Other Africa","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",5,,
"IDN","Indonesia","JPN","Japan","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",0,,
"ITA","Italy","PRT","Portugal","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",3381,,
"ITA","Italy","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",60629066.218,,
"ZAF","South Africa","RUS","Russia","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",37425067.4,,
"IND","India","DNK","Denmark","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",8901823.865,,
"MEX","Mexico","TWN","Chinese Taipei","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",1,,
"IDN","Indonesia","VNM","Viet Nam","PANELAI","Sub-Groups with positive profits","ACT_IGF","Internal Group Finance","2016","2016",0,,
"SWE","Sweden","ASIAT","Asia","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",26841024911.61,,
"LUX","Luxembourg","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",76,,
"DNK","Denmark","DOM","Dominican Republic","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",7,,
"ITA","Italy","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",48502588.988,,
"LUX","Luxembourg","UKR","Ukraine","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",13,,
"ZAF","South Africa","ZWE","Zimbabwe","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",17998,,
"IDN","Indonesia","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",0,,
"IDN","Indonesia","JPN","Japan","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",474155117.484,,
"ZAF","South Africa","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",30774236.2,,
"BMU","Bermuda","JEY","Jersey","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",122252613,,
"USA","United States","TUR","Turkey","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",2398204767,,
"DNK","Denmark","CYP","Cyprus","PANELAI","Sub-Groups with positive profits","EARNINGS","Accumulated Earnings","2016","2016",8635388.917,,
"ZAF","South Africa","POL","Poland","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",2,,
"DNK","Denmark","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",38793841.716,,
"LUX","Luxembourg","MUS","Mauritius","PANELAI","Sub-Groups with positive profits","ACT_FIN","Regulated Financial Services","2016","2016",0,,
"ITA","Italy","CRI","Costa Rica","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",1839387.773,,
"LUX","Luxembourg","BIH","Bosnia and Herzegovina","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",0,,
"BMU","Bermuda","PHL","Philippines","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",6,,
"ZAF","South Africa","IDN","Indonesia","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",16270957.8,,
"IND","India","PAN","Panama","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",28541102.64,,
"LUX","Luxembourg","OAF","Other Africa","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",487834338.465,,
"USA","United States","GRC","Greece","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",548580240,,
"ZAF","South Africa","MUS","Mauritius","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",6,,
"FRA","France","BGR","Bulgaria","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",944641701.648,,
"IND","India","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",978,,
"MEX","Mexico","USA","United States","PANELAI","Sub-Groups with positive profits","ACT_SER","Provision of Services to Unrelated Parties","2016","2016",17,,
"IND","India","CMR","Cameroon","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",712658.789,,
"LUX","Luxembourg","SRB","Serbia","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",20,,
"IND","India","SLV","El Salvador","PANELAI","Sub-Groups with positive profits","ACT_PUR","Purchasing or Procurement","2016","2016",0,,
"LUX","Luxembourg","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",39,,
"ITA","Italy","BGR","Bulgaria","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",1236183424.463,,
"ZAF","South Africa","IRQ","Iraq","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",7,,
"IND","India","MEX","Mexico","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",255022928.732,,
"KOR","Korea","KOR","Korea","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",97357742510,,
"LUX","Luxembourg","TWN","Chinese Taipei","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",0,,
"DNK","Denmark","PNG","Papua New Guinea","PANELAI","Sub-Groups with positive profits","ACT_SALES","Sales, Marketing or Distribution","2016","2016",0,,
"IND","India","JPN","Japan","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",139757868.503,,
"DNK","Denmark","ZAF","South Africa","PANELAI","Sub-Groups with positive profits","SUBGROUPS_COUNT","Number of CbCR Sub Groups","2016","2016",10,,
"ITA","Italy","SAU","Saudi Arabia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",2313279.512,,
"BMU","Bermuda","CYP","Cyprus","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",3,,
"CAN","Canada","USA","United States","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",370320,,
"CHN","China (People's Republic of)","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",4235,,
"LUX","Luxembourg","JPN","Japan","PANELAI","Sub-Groups with positive profits","ACT_IGF","Internal Group Finance","2016","2016",0,,
"ZAF","South Africa","SWZ","Eswatini","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",3,,
"DNK","Denmark","PER","Peru","PANELAI","Sub-Groups with positive profits","ACT_DOR","Dormant","2016","2016",1,,
"CHN","China (People's Republic of)","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",51408718854.498,,
"SGP","Singapore","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",505,,
"ITA","Italy","ESP","Spain","PANELAI","Sub-Groups with positive profits","CBCR_COUNT","Number of CbCRs","2016","2016",58,,
"DNK","Denmark","HUN","Hungary","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",1,,
"LUX","Luxembourg","ECU","Ecuador","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",80184105.525,,
"IND","India","URY","Uruguay","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",0,,
"SWE","Sweden","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",145,,
"SWE","Sweden","EUROP","Europe","PANELAI","Sub-Groups with positive profits","ACT_RD","Research and Development","2016","2016",243,,
"ITA","Italy","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","STATED_CAPITAL","Stated Capital","2016","2016",56490343.478,,
"ITA","Italy","NGA","Nigeria","PANELAI","Sub-Groups with positive profits","RPR","Related Party Revenues","2016","2016",59874969.374,,
"IND","India","DNK","Denmark","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",135126934.188,,
"ITA","Italy","COL","Colombia","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",4607815471.304,,
"BMU","Bermuda","BMU","Bermuda","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",10410669540,,
"ZAF","South Africa","CMR","Cameroon","PANELAI","Sub-Groups with positive profits","UPR","Unrelated Party Revenues","2016","2016",181300.467,,
"USA","United States","ITA","Italy","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",1073780235,,
"IDN","Indonesia","NER","Niger","PANELAI","Sub-Groups with positive profits","ASSETS","Tangible Assets other than Cash and Cash Equivalents","2016","2016",8367.187,,
"DNK","Denmark","ARG","Argentina","PANELAI","Sub-Groups with positive profits","ACT_PUR","Purchasing or Procurement","2016","2016",0,,
"LUX","Luxembourg","BRA","Brazil","PANELAI","Sub-Groups with positive profits","ACT_INS","Insurance","2016","2016",0,,
"CHL","Chile","MEX","Mexico","PANELAI","Sub-Groups with positive profits","ACT_IP","Holding or Managing Intellectual Property","2016","2016",0,,
"CHN","China (People's Republic of)","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","ACT_HOLDING","Holding Shares or other Equity Instruments","2016","2016",607,,
"SVN","Slovenia","MKD","North Macedonia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",144864,,
"IND","India","IRQ","Iraq","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",0,,
"ITA","Italy","MAC","Macau, China","PANELAI","Sub-Groups with positive profits","EMPLOYEES","Number of Employees","2016","2016",108,,
"MEX","Mexico","AUT","Austria","PANELAI","Sub-Groups with positive profits","ACT_MAN","Manufacturing or Production","2016","2016",1,,
"IND","India","HRV","Croatia","PANELAI","Sub-Groups with positive profits","ACT_ADMIN","Administrative, Management or Support Services","2016","2016",0,,
"DNK","Denmark","OMN","Oman","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",61898113.41,,
"DNK","Denmark","ARG","Argentina","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",5,,
"DNK","Denmark","JOR","Jordan","PANELAI","Sub-Groups with positive profits","ENTITIES_COUNT","Number of Entities","2016","2016",7,,
